Unnamed: 0,Unternehmensname Latin alphabet,Inactive,Quoted,Branch,OwnData,Woco,ISO Ländercode,NACE Rev. 2 Core Code (4 Ziffern),Konsolidierungscode,Letztes verf. Jahr,Betriebsertrag (Umsatz) tsd EUR Letztes verf. Jahr,Anzahl der Mitarbeiter Letztes verf. Jahr,EBITDA tsd EUR Letztes verf. Jahr,AI_FDE_Match,Screening_Reasoning
318.0,NTX,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,31750.97,92,2774.105,False,"NTX specializes in network solutions, cybersecurity, and cloud infrastructure services, primarily deploying and managing established vendor technologies. Their website indicates a focus on traditional IT infrastructure, not custom AI deployment, RAG systems, or machine learning engineering. While an IT service provider (NACE 6202), their technical depth is concentrated in infrastructure and security, lacking the bespoke software development or AI-specific architectural expertise needed to qualify under our FDE thesis."
319.0,AVIRA OPERATIONS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,31750.722,130,2234.916,False,"Avira Operations GmbH is primarily known as a legacy cybersecurity and software consumer brand, focusing on antivirus, VPN, and optimization utilities rather than enterprise-grade AI integration services. Their current business model centers on mass-market consumer software rather than bespoke B2B forward-deployed engineering, RAG development, or custom AI pipeline deployment. Consequently, the company does not align with the specialized technical criteria required for our AI FDE investment thesis."
320.0,NEORIA,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,31542.344,19,2443.312,True,"NEORIA specializes in advanced data engineering, cloud architecture, and modern data stack implementations, which serves as a foundational layer for AI deployment. Their expertise in complex system integration and data infrastructure aligns with the technical requirements for building scalable RAG pipelines and enterprise AI workflows. Given their high-end engineering focus, they possess the necessary technical maturity to pivot effectively into a high-value AI Forward Deployed Engineering model."
321.0,"OTT HYDROMET GMBH, ZWEIGNIEDERLASSUNG OESTERREICH",Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2023,29641.52925,n.v.,4118.34515,False,"OTT HydroMet is a specialized manufacturer of hydrological and meteorological monitoring instruments and hardware, rather than a software engineering or AI services firm. Their primary business revolves around the development of physical sensors, data loggers, and infrastructure for water and weather monitoring. Consequently, the firm does not align with the FDE investment thesis focused on custom AI deployment, RAG systems, or enterprise-scale software engineering services."
322.0,CEPHEID BENELUX,Nein,Nein,Nein,Nein,Nein,BE,2630,U1,2024,31509.646,13,2529.645,False,"Cepheid Benelux is a subsidiary of Danaher Corporation focused on the distribution and support of molecular diagnostic systems and instrumentation. Their operations revolve around clinical laboratory equipment rather than software engineering or AI pipeline deployment. As a specialized hardware and diagnostic provider, they fall outside the scope of our AI Forward Deployed Engineering investment thesis."
323.0,VIMCAR GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2023,29571.91427,184,5212.89281,False,"Vimcar is a specialized B2B SaaS company focused on fleet management, digital logbooks, and telematics solutions for SMEs. Their core value proposition is rooted in proprietary hardware-software integration for compliance and expense tracking, rather than acting as a B2B consultancy providing AI forward-deployed engineering services. As a product-focused SaaS provider, they do not fit the thesis of a technical service partner bridging the gap for enterprise AI deployment."
324.0,ENERGY4U GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2023,29571.09426,173,3492.24103,False,"ENERGY4U GmbH is specialized in software solutions and IT consulting exclusively for the utility and energy sector, focusing on billing, CRM, and metering processes rather than AI engineering. Their business model is centered on industry-specific enterprise application maintenance and integration rather than the development of custom AI pipelines, RAG systems, or agentic workflows. They lack the technical footprint in generative AI research or advanced machine learning deployment required for the FDE investment thesis."
325.0,GOVERNIKUS GMBH & CO. KG,Nein,Nein,Nein,Nein,Ja,DE,6201,U1,2024,31430.00501,251,1480.57442,False,"Governikus GmbH & Co. KG specializes in secure digital communication, identity management, and e-government solutions for the public sector. Their core competencies are in cybersecurity, trust services, and regulatory compliance rather than AI-driven software engineering. While they possess strong engineering credentials, their business model is heavily anchored in specialized, mission-critical infrastructure software rather than the flexible, iterative deployment of enterprise AI agents or RAG systems."
326.0,SAMHAMMER AG,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,31337.667849,528,2438.8929,True,"SAMHAMMER AG is a highly specialized IT services firm focusing on technical service management and complex system integration, moving beyond traditional software development. Their long-standing expertise in data-driven service automation and technical process orchestration provides a strong architectural foundation for pivoting into AI-driven FDE services. Given their deep domain expertise in technical support automation and enterprise infrastructure, they represent a strong candidate for deploying multi-agent workflows and RAG-based knowledge systems for industrial clients."
327.0,BOERSE STUTTGART DIGITAL BROKER GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,31252.00091,59,10710.51605,False,"Boerse Stuttgart Digital Broker is a specialized financial services entity focused on the retail brokerage of cryptocurrencies and traditional financial instruments, rather than a B2B software engineering or AI consultancy. While it operates within the fintech space, its core mandate is providing a trading platform and brokerage services rather than building or deploying custom AI pipelines for external enterprise clients. Therefore, it does not align with the AI Forward Deployed Engineering investment thesis which seeks high-end engineering services firms."
328.0,BDOT BLUE INFRASTRUCTURE (GERMANY) GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,31244.61865,n.v.,12021.60976,False,"BDOT Blue Infrastructure (Germany) GmbH operates as a shell entity for investment and holding purposes rather than as an operational software engineering or AI deployment firm. The company lacks the necessary technical infrastructure, software engineering workforce, or service-based business model required to qualify as a Forward Deployed Engineering candidate. It does not provide custom AI pipelines, RAG systems, or specialized enterprise software development services."
329.0,JTL-SOFTWARE-GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2023,29170.59099,206,11733.02341,False,"JTL-Software-GmbH is a specialized vendor of e-commerce ERP and shop system software rather than an AI engineering or deployment consultancy. Their core business model revolves around maintaining a proprietary SaaS/on-premise e-commerce ecosystem for retailers, which is distinct from the bespoke AI pipeline and FDE services prioritized by our thesis. While they provide software, their focus is on vertical-specific trade automation rather than the broad, cross-industry AI application development and infrastructure scaling we are targeting."
330.0,HAIILO GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,30932.92939,123,1746.56062,False,"Haiilo is primarily an Employee Advocacy and Internal Communications SaaS platform rather than a technical consultancy or engineering services firm. While they incorporate AI features for content creation within their product, they are a product-led company rather than an AI Forward Deployed Engineering (FDE) service provider. They do not specialize in deploying custom AI pipelines or multi-agent architectures for external clients."
331.0,DRESDEN-IT GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,30346.49414,122,2315.07276,False,"DRESDEN-IT GMBH focuses primarily on IT infrastructure, managed services, and classic system administration rather than advanced software engineering or AI application development. Their service portfolio is heavily oriented towards hardware procurement, network maintenance, and traditional IT support, which lacks the RAG, fine-tuning, or high-end engineering capabilities required for our AI FDE thesis. Consequently, they do not align with our focus on specialized AI deployment or high-potential software architecture."
332.0,WAVE,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,30303.984,n.v.,11816.72,True,"WAVE is a Belgian technology consultancy specializing in high-end data engineering, cloud-native architecture, and machine learning operations (MLOps). Their technical proficiency in building scalable data pipelines and deploying complex analytics solutions positions them as a strong candidate for an AI FDE pivot. By leveraging their established infrastructure and engineering talent, they are well-equipped to transition into the delivery of enterprise-grade RAG systems and multi-agent AI workflows."
333.0,AXWAY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,30199.02658,21,2251.248289,False,"Axway GmbH is a mature enterprise software company focused on API management, B2B integration, and managed file transfer solutions. While they provide robust infrastructure for data exchange, their core product model is a standardized middleware platform rather than a custom AI Forward Deployed Engineering (FDE) consultancy. They do not meet the criteria for custom AI pipeline development or bespoke multi-agent workflow engineering as their focus remains on legacy enterprise connectivity and governance."
334.0,HMMH MULTIMEDIAHAUS AG,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,29282.18512,265,2423.65793,False,"HMMH Multimediahaus AG is primarily a traditional digital agency focused on e-commerce solutions, web development, and digital marketing services. Their service model centers on legacy digital commerce platforms rather than sophisticated AI engineering, RAG system development, or LLM-driven infrastructure. Consequently, they do not align with our thesis for a specialized AI Forward Deployed Engineering partner."
335.0,TIPICO TECHNOLOGY SERVICES GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,30169.12936,175,4280.31916,False,"Tipico Technology Services GmbH serves as the captive technology and software development arm for the Tipico Group, specifically focused on the online sports betting and gaming industry. Their operations are internally oriented toward maintaining the group's proprietary gambling platforms, payment processing, and core backend infrastructure rather than acting as an external consultancy for AI deployment or enterprise-grade FDE services. Consequently, they do not align with our investment thesis targeting firms that commercialize custom AI pipeline integration and multi-agent workflows for third-party enterprise clients."
336.0,PROXIMEDIA,Nein,Nein,Nein,Nein,Nein,BE,4666,U2,2024,30148.685,187,5626.697,False,"PROXIMEDIA focuses primarily on digital marketing, website development, and online visibility services for SMEs, which falls under the 'Traditional web design or marketing agencies' exclusion criteria. Their core business model centers on standardized digital presence solutions rather than high-end custom AI engineering, RAG system deployment, or complex machine learning infrastructure. Consequently, they do not align with our AI Forward Deployed Engineering investment thesis."
337.0,COCONET AG,Nein,Nein,Nein,Nein,Nein,DE,6201,C2,2024,30081.11305,176,7717.58729,False,"COCONET AG specializes in banking software, specifically cash management, payment processing, and multi-bank communication platforms like the 'multicash' product line. Their core competency lies in complex financial transaction systems and enterprise treasury management rather than general-purpose AI deployment or custom machine learning engineering. While they possess strong software engineering capabilities, their focus remains heavily tethered to legacy financial infrastructure and established banking middleware, making them a poor fit for our AI Forward Deployed Engineering thesis."
338.0,APA-IT INFORMATIONS TECHNOLOGIE GMBH,Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2024,30001.40071,132,3007.15218,False,"APA-IT is primarily the IT subsidiary of the Austrian Press Agency (APA), focused on providing IT infrastructure, hosting, and specialized software solutions for the media industry. While they possess significant engineering capacity, their core business is rooted in media-specific content management, newsroom systems, and operational IT rather than the specialized high-end AI deployment or multi-agent pipeline development required by the thesis. They do not exhibit the strategic positioning or service offering characteristic of an AI Forward Deployed Engineering firm."
339.0,RSU GMBH & CO. KG,Nein,Nein,Nein,Nein,Ja,DE,6201,U1,2024,29951.89147,126,3974.93895,False,"RSU GMBH & CO. KG is primarily focused on the automotive and tire e-commerce sector, operating as a specialized online wholesale platform rather than a B2B AI consultancy. Their business model centers on digital sales infrastructure for the tire industry rather than providing forward-deployed AI engineering, RAG, or bespoke enterprise AI integration services. Consequently, the company does not align with our investment thesis targeting firms that bridge AI research with enterprise-scale application."
340.0,PLENUM AG,Nein,Ja,Nein,Nein,Nein,DE,6209,C2,2024,29787.0,168,3090.0,False,"PLENUM AG is a German consulting firm primarily focused on management consulting, strategy, and organizational development rather than technical software engineering. Their service portfolio is centered on business transformation, process optimization, and leadership coaching, which falls outside the scope of AI Forward Deployed Engineering. Consequently, they lack the requisite technical stack and specialized software engineering talent needed to build and scale custom AI pipelines."
341.0,UBER DENMARK SOFTWARE AND DEVELOPMENT APS,Nein,Nein,Nein,Nein,Nein,DK,6201,U1,2024,29703.9848211188,130,2263.2467361867,False,"UBER DENMARK SOFTWARE AND DEVELOPMENT APS functions primarily as a local corporate entity supporting Uber Technologies' global ride-sharing and food delivery platform operations. The company's activities are centered on internal software engineering to maintain and support Uber's specific consumer-facing applications rather than providing external-facing AI-driven forward deployed engineering services to other enterprises. Consequently, it does not meet the investment thesis criteria for a third-party AI consultancy or specialized AI deployment firm."
342.0,IVU INFORMATIONSSYSTEME GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,29603.57353,111,4209.85294,False,"IVU Informationssysteme GmbH is a specialized provider of standard software solutions for public transport and logistics (IVU.suite), rather than a custom AI deployment consultancy. Their business model focuses on deep-vertical product development for fleet management and ticketing rather than providing outsourced, forward-deployed AI engineering or RAG implementation services. Consequently, they do not align with our thesis of a pivotable high-end software engineering firm suitable for scaling custom AI workflows."
343.0,OPENWAY EUROPE,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,29286.956,41,1051.339,False,"OpenWay Europe specializes primarily in the 'WAY4' software platform, a legacy-focused digital payment processing solution for banks and financial institutions. Their business model centers on licensing and maintaining a monolithic payment ecosystem rather than providing bespoke AI engineering, RAG architecture, or modern machine learning integration services. They do not meet the core criteria for an AI Forward Deployed Engineering firm, as their engineering resources are locked into the development and maintenance of their proprietary transaction processing stack."
344.0,SOA PEOPLE A/S,Nein,Nein,Nein,Nein,Nein,DK,6202,C2,2024,29195.2764895257,103,2913.45010040825,False,"SOA People is primarily a specialized SAP Platinum Partner focused on ERP implementation, business process automation, and digital transformation within the SAP ecosystem. While they offer SAP-integrated cloud and data services, their core business model is tied to large-scale monolithic enterprise software rather than custom AI pipeline engineering or proprietary RAG development. Consequently, they function more as a traditional implementation partner than an agile Forward Deployed Engineering firm."
345.0,NORDCLOUD DEUTSCHLAND GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,29182.81653,138,2172.68695,True,"Nordcloud (an IBM company) is a premier European cloud infrastructure and managed services provider with deep expertise in cloud-native application development and data platform architecture. Their extensive experience with AWS, Azure, and Google Cloud environments positions them as a strong candidate for transitioning toward large-scale AI deployment and MLOps orchestration. Their existing engineering capabilities in cloud migration and modernization are highly compatible with the infrastructure requirements for building and maintaining enterprise-grade AI pipelines."
346.0,ALL FOR ONE PUBLICCLOUDERP GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2025,25756.54071,98,1706.03881,True,"All for One Group is a major German SAP consultancy and cloud transformation provider with deep enterprise-grade software engineering capabilities. Their existing focus on ERP integration, cloud architecture, and data management provides a robust foundation for pivoting into AI Forward Deployed Engineering, specifically for scaling RAG and agentic workflows within the SAP ecosystem. Their strategic focus on 'Business Transformation' aligns well with the complexity required to bridge enterprise data silos with custom AI pipelines."
347.0,ARKANCE SYSTEMS BENELUX,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,28996.048,51,2194.564,True,"Arkance Systems Benelux is a sophisticated engineering consultancy focused on digital transformation in the AEC and manufacturing sectors, heavily centered on BIM and Autodesk integration. Their technical DNA, deep expertise in high-end design automation, and existing consultative relationship with enterprise clients provide a strong foundation for scaling AI Forward Deployed Engineering. They represent a high-potential asset capable of pivoting from complex CAD/BIM workflows to proprietary RAG systems and multi-agent industrial design pipelines."
348.0,PERBILITY GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2024,28940.5609,8,9003.81035,False,"Perbility GmbH focuses primarily on proprietary HR software solutions for the public sector, specifically their 'REX' platform, rather than providing bespoke AI engineering or deployment services. Their business model is centered on a mature vertical SaaS offering rather than the 'Forward Deployed Engineering' consultancy model required by the thesis. They do not demonstrate the service-oriented technical pipeline development or multi-agent workflow capabilities necessary for this specific investment focus."
349.0,LACROIX SAE GMBH & CO. KG,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,28919.27958,117,3058.87477,False,"LACROIX SAE GMBH & CO. KG is a subsidiary of the French LACROIX Group, primarily focused on industrial IoT, smart city infrastructure, and electronic manufacturing services (EMS) rather than custom AI software engineering. While they deal with smart technologies, their operational focus is centered on hardware production and industrial systems integration rather than the deployment of AI-native software pipelines or RAG architectures. Consequently, they do not align with the FDE investment thesis which targets high-end software development and AI model deployment specialists."
350.0,EMPOLIS INFORMATION MANAGEMENT GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,27756.53065,166,7323.89607,True,"Empolis is a strong fit for the FDE thesis as it specializes in 'Smart Information Management' and has deeply integrated RAG-based AI architectures into its enterprise product suite. They provide high-end, proprietary knowledge management and decision-support systems that require complex pipeline engineering rather than mere SaaS reselling. Their established focus on AI-driven data extraction and reasoning systems aligns perfectly with our requirement for companies that bridge the gap between AI research and practical enterprise application."
351.0,MAINSYS GROUP,Nein,Nein,Nein,Nein,Nein,BE,6202,C2,2024,28859.809,169,2684.973,True,"MAINSYS GROUP is a robust IT consultancy and custom software development firm with a strong focus on the financial sector. While they don't explicitly market AI Forward Deployed Engineering services, their deep expertise in custom software development, data management, cloud architecture, and complex system integration qualifies them as a 'High Potential' candidate. Their strong engineering talent and existing data capabilities suggest a significant capacity to pivot and scale into custom AI pipeline development and RAG system integration."
352.0,"UKSH GESELLSCHAFT FUER INFORMATIONSTECHNOLOGIE MBH (""GFIT"")",Nein,Nein,Nein,Nein,Ja,DE,6209,U1,2024,28859.42683,3,1288.30611,False,"GFIT is a specialized captive IT service provider dedicated to the University Medical Center Schleswig-Holstein (UKSH). Its operations are primarily focused on maintaining, managing, and developing enterprise IT infrastructure and healthcare-specific administrative systems within a public sector hospital context. It lacks the commercial AI engineering consultancy profile, market agility, or outward-facing deployment expertise required to align with an AI Forward Deployed Engineering investment thesis."
353.0,R2P GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2023,27114.04853,70,3266.80843,False,"R2P GmbH operates primarily in the transport and infrastructure sector, focusing on hardware and integrated software solutions for public transport safety and passenger information systems. Their business model revolves around proprietary hardware-software stacks for video surveillance, telematics, and passenger counting rather than general-purpose AI engineering services. They do not meet the criteria for an AI Forward Deployed Engineering firm as their core competency is specialized industrial IoT rather than enterprise AI pipeline development or RAG system architecture."
354.0,PAYOLUTION GMBH,Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2024,28319.15536,45,2414.34036,False,"Payolution GmbH (a subsidiary of Paysafe) is a legacy fintech provider focused on payment processing and invoice-based B2C/B2B payment solutions. Their business model is centered on transactional financial infrastructure and merchant services rather than AI-driven engineering or bespoke software development. As a specialized payment provider, they lack the operational alignment with the AI Forward Deployed Engineering mandate required for this thesis."
355.0,ATTENTIA,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,28231.297,119,1567.541,False,"Attentia is primarily focused on Human Resources and Well-being services, including payroll, prevention, and corporate health management, rather than software engineering or AI infrastructure. Their operations under NACE 6202 appear incidental to their core HR advisory business, lacking the specialized technical focus on AI pipelines, RAG systems, or enterprise-grade software deployment required by the thesis."
356.0,ALPEGA,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,28225.412,25,11015.692,False,"Alpega Group is a well-established global logistics software provider focused on Transport Management Systems (TMS) and freight procurement, rather than an AI-focused engineering consultancy. While they incorporate data analytics into their proprietary SaaS logistics suite, they operate as a vertical SaaS provider rather than a Forward Deployed Engineering firm. Their business model lacks the mandate for custom AI integration services or building multi-agent workflows for third-party enterprises required by the investment thesis."
357.0,ROCKWELL AUTOMATION SOLUTIONS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,26165.54751,58,2352.07843,False,"Rockwell Automation Solutions GmbH functions as a regional subsidiary of the global industrial automation giant, focusing primarily on hardware, industrial control systems, and integrated automation software rather than bespoke AI forward deployed engineering. While the parent company is integrating AI into industrial IoT, this specific entity does not operate as a specialized AI deployment consultancy or custom RAG pipeline provider. It is excluded because its business model is centered on large-scale industrial hardware/software ecosystem sales rather than custom AI services."
358.0,ADASTRA GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2023,26398.15493,152,3085.82319,True,"Adastra GmbH operates as a high-end data and analytics consultancy, specializing in building complex data platforms and advanced AI solutions. Their core expertise in data engineering, cloud architecture, and predictive analytics provides a robust technical foundation for deploying enterprise-grade RAG and machine learning workflows. Given their pedigree in modernizing data stacks for large-scale enterprise clients, they represent a strong candidate for an AI FDE investment."
359.0,TEADS DEUTSCHLAND GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,27953.01362,102,2603.29214,False,"Teads is a global media platform specializing in omnichannel digital advertising and programmatic ad-tech, rather than an enterprise AI engineering consultancy. While they utilize AI and machine learning for ad optimization and targeting, their business model is product-centric and focused on the advertising ecosystem rather than deploying custom AI infrastructure or RAG systems for third-party enterprises. Consequently, they do not align with the investment thesis of providing forward-deployed AI engineering services."
360.0,"HALIAN, S.A R.L.",Nein,Nein,Nein,Nein,Nein,LU,6201,U1,2024,26737.531,n.v.,1229.963,False,"Halian, S.A.R.L. functions primarily as a traditional IT services and managed staffing provider, focusing on infrastructure management, cloud migration, and temporary technical personnel placement. While they operate under the 6201 NACE code, their service model is heavily weighted toward IT resourcing and operational support rather than high-end custom AI engineering, RAG architecture, or proprietary machine learning model development. They lack the specialized AI-centric project portfolio required to qualify as an 'AI Forward Deployed Engineering' firm."
361.0,CGI BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2025,24479.195,119,1174.855,False,"CGI is a massive global IT services and consulting conglomerate that operates primarily as a systems integrator. While they possess the engineering talent to handle large-scale enterprise deployments, their model focuses on broad digital transformation and legacy IT outsourcing rather than the specialized, agile AI Forward Deployed Engineering required for this thesis. Their scale and bureaucratic structure are better suited for traditional enterprise projects than the high-velocity, proprietary AI pipeline development we are seeking."
362.0,ZUKEN E3 GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,26476.04309,132,4371.06564,False,"Zuken E3 GmbH is a specialized subsidiary of Zuken Inc. focused exclusively on electrical control system design and wire harness engineering software (E3.series). Their business model is centered on proprietary CAD/CAE software products for manufacturing, rather than providing custom AI engineering, RAG pipelines, or general-purpose AI deployment services. As a vertical-specific software vendor, they do not align with the 'Forward Deployed Engineering' thesis which targets firms building custom AI infrastructure for enterprise clients."
363.0,NETCOLOGNE IT SERVICES GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,27546.31531,164,5770.70758,False,"NetCologne IT Services GmbH functions primarily as a regional managed IT service provider, focusing on infrastructure, connectivity, and standard cloud/hosting solutions for the German market. Their portfolio centers on traditional IT operations, network security, and workspace management rather than advanced machine learning, AI pipeline engineering, or bespoke LLM integration. As a legacy-oriented IT partner, they lack the specialized technical depth in RAG systems or AI deployment required to meet the FDE investment thesis."
364.0,MATECO BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,4651,U1,2024,27447.846,68,5433.779,False,"Mateco Belgium operates primarily as a specialized equipment rental company, focusing on aerial work platforms, telehandlers, and forklifts. Their business model is centered on industrial machinery logistics and maintenance, which does not align with AI Forward Deployed Engineering or software services. Consequently, they fall under the exclusion criteria as a hardware-centric operational firm rather than a technology services provider."
365.0,GENESIS CONSULT,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,27169.416,57,3064.082,False,"GENESIS CONSULT is a small-scale Belgian IT consultancy primarily focused on general business process optimization, interim management, and legacy IT support rather than high-end AI engineering. Their service portfolio lacks evidence of proprietary RAG development, machine learning pipeline architecture, or deep technical AI deployment capabilities. They fall into the category of traditional IT project management and general advisory services, failing to meet the threshold for high-potential AI Forward Deployed Engineering."
366.0,V-IT,Nein,Nein,Nein,Nein,Nein,BE,6202,U1,2024,27166.291,6,1244.19,False,"V-IT operates primarily as a traditional IT consultancy focused on infrastructure, cloud migration, and standard application management rather than specialized AI deployment. While they possess strong engineering credentials, their current service portfolio lacks evidence of proprietary RAG implementation, multi-agent workflow architecture, or advanced machine learning model fine-tuning. They function more as a general IT infrastructure partner, failing to meet our specific threshold for AI-forward engineering expertise."
367.0,LIZY BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2024,27056.523,25,9100.851,False,"LIZY is a digital leasing platform focused on B2B car leasing and fleet management, rather than a technical consultancy or AI engineering firm. Its core business model revolves around financial services, vehicle procurement, and an online booking interface for fleet operators. Consequently, the company lacks the technical mandate, service-oriented engineering infrastructure, and AI-specific deployment capabilities required by the FDE investment thesis."
368.0,SIEMENS INDUSTRY SOFTWARE A/S,Nein,Nein,Nein,Nein,Nein,DK,6202,U1,2025,23905.7839601076,29,1158.75168112371,False,"Siemens Industry Software A/S is a regional subsidiary of the global industrial conglomerate Siemens, primarily focused on providing enterprise software solutions (PLM, CAD, CAM) and industrial automation software. While they operate at the cutting edge of digital twins and industrial AI integration, they are a large-cap industrial software entity rather than a boutique AI FDE firm or a scalable consultancy suitable for this specific investment thesis. They function as a product owner and platform provider rather than a service provider focused on custom RAG and agentic workflow deployments for third-party enterprises."
369.0,LENOVO GLOBAL TECHNOLOGY BELGIUM,Nein,Nein,Nein,Nein,Nein,BE,4650,U1,2024,25838.395,8,1008.675,False,"Lenovo Global Technology Belgium primarily operates as a hardware-centric subsidiary focused on the distribution, logistics, and sales of enterprise computing infrastructure rather than software engineering. Its NACE code (4650) confirms its classification as a wholesale distributor of information and communication equipment. The entity lacks the specialized AI/ML engineering DNA required for our FDE thesis, falling squarely into the hardware distribution exclusion criteria."
370.0,LOGICALIS CONNECTED GMBH,Nein,Nein,Nein,Nein,Nein,DE,6202,U1,2024,26832.3347,152,1209.6523,True,"Logicalis Connected GmbH functions as a high-end digital transformation and managed services provider with deep expertise in hybrid cloud and data architecture. Their strong technical foundation in infrastructure and data orchestration makes them an ideal candidate for pivoting into AI Forward Deployed Engineering, specifically for enterprise RAG and multi-cloud AI workload deployment. Their market position as a strategic IT advisor provides the necessary customer trust to scale complex, custom AI implementation projects for large European enterprises."
371.0,ASC TECHNOLOGIES AKTIENGESELLSCHAFT,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2024,26882.23943,125,2323.26918,False,"ASC Technologies AG focuses primarily on high-end recording solutions for communication and analytics, specifically for contact centers and financial services. While they utilize analytics in their software, their business model is built around proprietary product suites for compliance and quality management rather than providing forward-deployed AI engineering or custom AI pipeline development for third-party enterprises. They do not meet the criteria for a pivotable AI services firm as their operations are deeply entrenched in specialized, product-centric regulatory compliance software."
372.0,ITP AGENCY,Nein,Nein,Nein,Nein,Nein,BE,6201,U1,2025,23704.764,124,2383.561,False,"ITP Agency functions primarily as a digital marketing and web development agency focused on lead generation, social media management, and traditional website design. Their service model centers on marketing outcomes rather than complex enterprise AI integration, RAG pipelines, or proprietary software engineering. They lack the technical depth in machine learning and data infrastructure required to meet the AI Forward Deployed Engineering investment thesis."
373.0,NEXT LAYER TELEKOMMUNIKATIONSDIENSTLEISTUNGS- UND BERATUNGS GMBH,Nein,Nein,Nein,Nein,Nein,AT,6209,U1,2024,26746.62647,66,7533.62663,False,"Next Layer is primarily an infrastructure-focused telecommunications and ISP provider specializing in carrier-grade network connectivity, data center services, and managed server solutions. Their core business model centers on physical network architecture, bandwidth provisioning, and hosting, which lacks the software engineering or AI-native focus required by the FDE thesis. They do not demonstrate the necessary capabilities in custom AI pipelines, RAG systems, or machine learning application development."
374.0,SALESFIVE GMBH,Nein,Nein,Nein,Nein,Nein,DE,6209,U1,2024,26704.02949,207,1572.07435,True,"Salesfive is a specialized Salesforce implementation and digital transformation consultancy that has increasingly integrated AI-driven automation and data engineering into its service portfolio. Their focus on custom cloud architecture and complex CRM data pipelines aligns with the technical foundation required to pivot into high-value RAG systems and AI-agent deployments. Given their existing technical footprint and role as a strategic implementation partner for enterprise clients, they represent a strong candidate for an FDE-focused scaling strategy."
375.0,VOLUME GRAPHICS GMBH,Nein,Nein,Nein,Nein,Nein,DE,6201,U1,2022,25962.07623,143,8242.97926,False,"Volume Graphics GmbH is a specialized software vendor focused exclusively on industrial computed tomography (CT) software for non-destructive testing and metrology. Their core competency lies in voxel-based 3D analysis and visualization rather than general-purpose enterprise AI deployment or FDE services. While they utilize automated feature detection, they function as a vertical-specific software product company rather than a firm providing custom AI pipelines or adaptive engineering services."
376.0,SNAP TECHNOLOGY GMBH,Nein,Nein,Nein,Nein,Nein,AT,6201,U1,2024,26642.96489,55,4255.12799,True,"Snap Technology GmbH operates as a high-end software engineering firm focused on complex enterprise infrastructure and custom backend development, which aligns with our 'High Potential' pivot criteria. Their focus on custom development and system architecture provides the necessary technical foundation for transitioning into an AI Forward Deployed Engineering model. Given their engineering-first culture, they possess the required talent density to implement proprietary RAG systems and multi-agent workflows for enterprise clients."
